Address
"-19.898464668171645, -43.99443356619363"
"-19.887051941807826, -43.94962725045013"
"-19.95908270018595, -43.90731122914262"
"-19.92523481703185, -43.93869548202015"
"-19.94957904888643, -43.90064204960591"
"-19.955987450704274, -43.9820375015066"
"-19.894446526285908, -43.94827533682021"
"-19.88553788467746, -43.934086505811784"
"-19.8770968673102, -43.98718585397038"
"-19.90321478053109, -43.9468517500804"
"-19.875342460963818, -43.946402865233914"
"-19.961233405968883, -43.95186834598083"
"-19.940481167103165, -43.98613989673212"
"-19.890647491111505, -43.90712893667325"
"-19.88043704005132, -43.95878553769646"
"-19.94360115339558, -43.93892354368178"
"-19.959756714734123, -43.927711721580586"
"-19.885147158835938, -43.91128354278414"
"-19.959811757157635, -43.9723039745427"
"-19.913988734915232, -43.95653668469419"
"-19.926274575886477, -43.91650968558277"
"-19.934598887998472, -43.89857321323488"
"-19.969109086490654, -43.93358811518291"
"-19.915474880273855, -43.946851048990865"
"-19.971548808322623, -43.953767817231196"
"-19.949644362789147, -43.92022789972616"
"-19.876732169162548, -43.92270408558526"
"-19.900093835079314, -43.99358238596852"
"-19.962396635443923, -43.93127042050145"
"-19.928902151651315, -43.96719660249664"
"-19.879272434623044, -43.954414042284974"
"-19.935226945413017, -43.93540210290295"
"-19.90952219512045, -43.90968151808313"
"-19.948090673799097, -43.947328829581835"
"-19.898596107170658, -43.97205026050601"
"-19.88426346033036, -43.895648280043275"
"-19.883361171833883, -43.9659141473001"
"-19.895955740243306, -43.99455922520996"
"-19.960696854269262, -43.96751552003962"
"-19.891467624069627, -43.978112402047316"
"-19.927320062827025, -43.92157607281934"
"-19.967963064324007, -43.95074743480801"
"-19.97194526109947, -43.975659640369116"
"-19.925059659865028, -43.91223107313525"
"-19.9517063594285, -43.901084240827174"
"-19.95530526428724, -43.92165501502405"
"-19.931190296215874, -43.900726201483"
"-19.946293305843444, -43.96513606184835"
"-19.947982089352386, -43.93914829545724"
"-19.950761296427817, -43.9712406003698"
"-19.91560173609898, -43.90567036022421"
"-19.933079827557858, -43.924124682989735"
"-19.9379281005882, -43.96794736661724"
"-19.951901823520448, -43.938088210235335"
"-19.891713718785613, -43.9798028212401"
"-19.971682420478952, -43.98087309899996"
"-19.881539429639652, -43.97243501701179"
"-19.883129361378955, -43.90210439769688"
"-19.950064902176962, -43.91242140798555"
"-19.884225528717522, -43.98417432754265"
"-19.94561567187438, -43.950837349015245"
"-19.968834687860436, -43.922179152631045"
"-19.960817306896427, -43.99211922959917"
"-19.905579565386713, -43.98534701460547"
"-19.885940304689555, -43.91158699453723"
"-19.92031554598718, -43.90876501196707"
"-19.918993147480126, -43.99021429069636"
"-19.89046318097252, -43.9410524401834"
"-19.962671062974803, -43.96906967117071"
"-19.881483016787314, -43.95583972198037"
"-19.874160122727872, -43.96709171273994"
"-19.892012286571436, -43.92730278164738"
"-19.916165872308035, -43.95009498186238"
"-19.875237925002526, -43.97913033205913"
"-19.931655368399294, -43.98697154236755"
"-19.894974188444944, -43.906801973627125"
"-19.914501386058692, -43.9365753759703"
"-19.892837946612158, -43.96089370320733"
"-19.875316990511926, -43.93573598126303"
"-19.932192915803775, -43.90039768779483"
"-19.882614696708327, -43.898223885997865"
"-19.88532829104174, -43.93249961230873"
"-19.94504846159984, -43.972357578732165"
"-19.928803462335864, -43.91317333978421"
"-19.88584216092555, -43.91743531398406"
"-19.935355597978305, -43.92694526373946"
"-19.92529656002964, -43.966732870116935"
"-19.88114345480639, -43.945611414661215"
"-19.964298849385678, -43.94044065277249"
"-19.960296918776066, -43.89765313278597"
"-19.951855770316826, -43.96735567210203"
"-19.91648640997001, -43.94359203454727"
"-19.93261380267333, -43.9514589921092"
"-19.93339696827676, -43.93577154764255"
"-19.931311293636476, -43.97549901029959"
"-19.952527109497368, -43.94181700707453"
"-19.92460094278446, -43.983252737758335"
"-19.902382786612076, -43.931427869183395"
"-19.96450354888598, -43.98291540382207"
"-19.931804783236764, -43.93004472397138"
"-19.873075048373472, -43.950874373152544"
"-19.91654033614569, -43.959052670182196"
"-19.955644247488255, -43.936029656562816"
"-19.88544722390873, -43.93599431103217"
"-19.921605832550103, -43.99311563871972"
"-19.896452766743803, -43.94596996050327"
"-19.91535866716276, -43.973251461067065"
"-19.943646641557024, -43.98551863283498"
"-19.938243988985064, -43.97093492071761"
"-19.876672033070616, -43.964022083106165"
"-19.953852910682603, -43.920098484740606"
"-19.91240820005543, -43.984731529166524"
"-19.934715719609027, -43.939036313545216"
"-19.926485382466506, -43.97902181687501"
"-19.880529379454156, -43.96798564921204"
"-19.90993455593255, -43.96972079626197"
"-19.97073524178554, -43.949519396221916"
"-19.898937083081073, -43.93175906883632"
"-19.906979340106396, -43.97114099996795"
"-19.95521754951728, -43.90430822947375"
"-19.910361425068047, -43.97525461010831"
"-19.910839796293594, -43.93692534158123"
"-19.9636972448724, -43.94857454512736"
"-19.940049882919798, -43.98441195624298"
"-19.945099122429394, -43.935903790899985"
"-19.92767900665503, -43.96764112434348"
"-19.948536662218565, -43.93757837978546"
"-19.90562539649373, -43.948545131012395"
"-19.924339244850024, -43.963169248538875"
"-19.920188046930253, -43.91393586582524"
"-19.95391474609604, -43.908549814774595"
"-19.89340843426624, -43.914129904591114"
"-19.961616546230687, -43.90520596032505"
"-19.899725928464136, -43.987065202947015"
"-19.966109656494837, -43.94864220382931"
"-19.913647430253715, -43.93335298649117"
"-19.968656049801716, -43.93932774536938"
"-19.955722683163813, -43.926818319937915"
"-19.95743407362457, -43.9280231610976"
"-19.93815504249203, -43.89912035441777"
"-19.927606778803906, -43.97311528430033"
"-19.8765206039827, -43.906057921292636"
"-19.904366111083448, -43.919941042135584"
"-19.950868992735103, -43.92632703062594"
"-19.87297205570508, -43.93461855386414"
"-19.892932173684464, -43.91791966767288"
"-19.878294965830797, -43.90500698733437"
"-19.936466835493608, -43.897379722756035"
"-19.929560234051948, -43.91420389726015"
"-19.915639104008115, -43.97876635306901"
"-19.954613498668582, -43.97344463071438"
"-19.96807705873151, -43.89806088443995"
"-19.892072028852848, -43.94005309559135"
"-19.937363121374595, -43.922288796605926"
"-19.875367778821563, -43.977292182165"
"-19.884068815940736, -43.89918850037497"
"-19.88482707614637, -43.89787478206244"
"-19.891539224515125, -43.991729584696266"
"-19.909066023968983, -43.95434836592895"
"-19.969623943411406, -43.985564460456"
"-19.875394758749092, -43.94661691647311"
"-19.878785957851818, -43.9699368014498"
"-19.898352849401604, -43.96588100779818"
"-19.89767369709208, -43.97897093146807"
"-19.96608805199898, -43.93931910994846"
"-19.885337324961167, -43.96131424932876"
"-19.942945733094927, -43.99112100710989"
"-19.920647253894384, -43.95857411642674"
"-19.89402433758758, -43.93073551058515"
"-19.93831334425984, -43.90792683937994"
"-19.916001655022214, -43.96640394250714"
"-19.966718352500685, -43.91957332913961"
"-19.911911525457217, -43.980237660995726"
"-19.924839344743692, -43.89737680190423"
"-19.925216383891993, -43.89701690694409"
"-19.889554520159315, -43.94519849149552"
"-19.944642884293074, -43.942115880986144"
"-19.890558693940452, -43.91398940048305"
"-19.87590870351728, -43.920769256528274"
"-19.883712584036854, -43.99391028380205"
"-19.928131290583153, -43.993517538241385"
"-19.895391790481135, -43.94803303331541"
"-19.910446600441812, -43.908996374929174"
"-19.936763175039864, -43.89987448373098"
"-19.940260555793262, -43.99012487618243"
"-19.886530158898626, -43.994458270364014"
"-19.927157568430303, -43.97251358854538"
"-19.889608460233276, -43.97940456585642"
"-19.970475662697734, -43.9777835261515"
"-19.93671961762844, -43.9583427671609"
"-19.90714136646046, -43.98297318061585"
"-19.894968260028904, -43.903582095864145"
"-19.963040037932146, -43.9803976506459"
"-19.891281817954123, -43.90128811350781"
"-19.967190614695287, -43.97184431973493"
"-19.968886384914956, -43.99298178761634"
"-19.935289206164562, -43.90492920803382"
"-19.91659999560135, -43.94086837203543"
"-19.955368744161113, -43.94351427285222"
"-19.96696784238082, -43.898124168317445"
"-19.928082014049057, -43.952995092024835"
"-19.96543415066862, -43.99026754141173"
"-19.904459961932652, -43.91063144815726"
"-19.963276475819587, -43.979610419109946"
"-19.959671261680143, -43.992176362570966"
"-19.929034198493717, -43.90088002647116"
"-19.87902829517292, -43.92018920032472"
"-19.921457846696132, -43.895821531520426"
"-19.972520291799068, -43.992598758917936"
"-19.928904750440473, -43.901180415471956"
"-19.89774882081069, -43.967345986288734"
"-19.87847035736087, -43.91363979768426"
"-19.963523016681794, -43.93348185206079"
"-19.887284053229468, -43.98516308373673"
"-19.939610729124556, -43.94060999201552"
"-19.90091799566113, -43.94590278093647"
"-19.964369394994584, -43.93798796908859"
"-19.890464540128264, -43.925818505963"
"-19.912760018564313, -43.96390627839432"
"-19.88046216715061, -43.93617062907231"
"-19.912687581313207, -43.99496783756836"
"-19.93712614804331, -43.92905154931523"
"-19.89543777346438, -43.914508349616156"
"-19.916714646941898, -43.909673041848755"
"-19.878775449464367, -43.97297695150283"
"-19.934632960740714, -43.925889628864276"
"-19.971771773734595, -43.919030158035355"
"-19.961414001603742, -43.96241240679274"
"-19.934389741573295, -43.93275044143778"
"-19.971890929018823, -43.9601959244195"
"-19.95274016632082, -43.938426718932796"
"-19.953599603779104, -43.93665376310887"
"-19.962629051745253, -43.96591109182365"
"-19.963696336613555, -43.96410243787026"
"-19.95911977692775, -43.937416031650734"
"-19.878489927861295, -43.928486062053054"
"-19.964943211876626, -43.93910631632693"
"-19.96329199819925, -43.94646237089825"
"-19.900660049243328, -43.9834129478196"
"-19.950850203443213, -43.99419140142155"
"-19.876079722627747, -43.97820393159448"
"-19.942888363586256, -43.92221886098398"
"-19.87620240501309, -43.93414483187099"
"-19.895501837050546, -43.9131674252287"
"-19.943967647962364, -43.977074706616776"
"-19.904309008984384, -43.993436289756595"
"-19.94623123551043, -43.91187659597968"
"-19.94011299121661, -43.91017656880224"
"-19.91041095339534, -43.984298596088614"
"-19.941556613552656, -43.95085243091754"
"-19.88359640469698, -43.90181912206302"
"-19.944276722035728, -43.97681734399683"
"-19.968556819060353, -43.93546272997488"
"-19.90819069163706, -43.96996298756765"
"-19.901054203368773, -43.93649825514763"
"-19.962822922422447, -43.92367708122082"
"-19.903025880612457, -43.98840089892293"
"-19.916633327454853, -43.973689140972986"
"-19.927300428982367, -43.96649244312416"
"-19.891782432148375, -43.931824205029635"
"-19.890814114687775, -43.9367949090502"
"-19.897828884735095, -43.91257871584317"
"-19.96217880485673, -43.964563056272816"
"-19.967742830417798, -43.965070195847055"
"-19.91033326357956, -43.97984015408702"
"-19.903626872351687, -43.9645560369863"
"-19.878484547363303, -43.98309559386233"
"-19.898111706865155, -43.90527446227429"
"-19.910719586216725, -43.96583927041929"
"-19.970561611945612, -43.90628238430423"
"-19.968266887366507, -43.942120008632074"
"-19.93613936167762, -43.958946776324375"
"-19.924002157109612, -43.986450562945656"
"-19.914321704867632, -43.97543537588223"
"-19.895165688637654, -43.90182205233877"
"-19.9509321306942, -43.94920406284027"
"-19.899881742981776, -43.968598369784104"
"-19.96909549003787, -43.913388751200664"
"-19.906496507568754, -43.958333342034194"
"-19.918936638874335, -43.91024161300655"
"-19.92307883233246, -43.96838837332367"
"-19.938344874080226, -43.93699122225695"
"-19.95571669299943, -43.95271853454459"
"-19.90486896429784, -43.9720635066772"
"-19.97266032962195, -43.934613957610914"
"-19.94265197439061, -43.96875569483699"
"-19.964132152349432, -43.89713513430699"
"-19.955245675000505, -43.9199899240854"
"-19.897699640688003, -43.93889970528524"
"-19.94227613458082, -43.90726116206525"
"-19.89046910751993, -43.995031888989125"
"-19.948457767469556, -43.99136797685002"
"-19.88672826157263, -43.966209472299646"
"-19.89526215051689, -43.9218028319033"
"-19.87415402628874, -43.95104520753082"
"-19.89768093426893, -43.933029331179135"
"-19.904138136978787, -43.91707191336624"
"-19.966134959657676, -43.94768156406348"
"-19.96347004966292, -43.92341850273521"
"-19.942054419107805, -43.95569106126083"
"-19.935080158095744, -43.89909136442979"
"-19.952900755501716, -43.95689269039962"
"-19.895285127654585, -43.92127727535408"
"-19.907057781510588, -43.97396709831471"
"-19.908727281972425, -43.97504723815659"
"-19.96133504840225, -43.91707697747211"
"-19.96602519975202, -43.96126973430189"
"-19.943879156883416, -43.9492347472893"
"-19.91915541147123, -43.89614501964644"
"-19.953096783560895, -43.978463352049594"
"-19.95238070168161, -43.89559752851234"
"-19.880930814411137, -43.956521773865035"
"-19.873097471430505, -43.952318465821946"
"-19.922489895567292, -43.98491771952086"
"-19.92478354086865, -43.92012260746255"
"-19.895526899553804, -43.91389979168266"
"-19.965996219603817, -43.94005254195878"
"-19.95528070154117, -43.975705044880655"
"-19.894024818991518, -43.9075272121022"
"-19.957043603749142, -43.991825252938284"
"-19.885566774249806, -43.94828853341024"
"-19.895571024485072, -43.966708316271415"
"-19.948546714660665, -43.91961356004831"
"-19.918461243442568, -43.99210062072778"
"-19.87361697652412, -43.945260741175694"
"-19.924187657921202, -43.955815138955295"
"-19.910974855277384, -43.95136047649447"
"-19.931012243165537, -43.90982130481465"
"-19.876055727635073, -43.90370551026809"
"-19.938615388518794, -43.914513730142914"
"-19.89592168612504, -43.92022473986237"
"-19.926187375751336, -43.902484165271204"
"-19.88862735003526, -43.94762196405136"
"-19.90832400723557, -43.97899998348924"
"-19.954996561896916, -43.944416010146526"
"-19.966011457481425, -43.93118989839754"
"-19.946788749001897, -43.97574248436006"
"-19.88931090028227, -43.928228668718674"
"-19.897826426313138, -43.90206647684485"
"-19.95629506787154, -43.949119434457465"
"-19.885382793303318, -43.97657902702288"
"-19.93472342128716, -43.95566162748053"
"-19.913051478569063, -43.993444065756215"
"-19.890250214035472, -43.91037362029369"
"-19.92999686065453, -43.99400788293703"
"-19.93501643297091, -43.93452825660438"
"-19.925869972726904, -43.9940362145372"
"-19.95384912204021, -43.97481482784495"
"-19.873466968644415, -43.90940644913962"
"-19.888244540777226, -43.923118797334745"
"-19.921021971258504, -43.953960597261315"
"-19.945106891869226, -43.97869417593336"
"-19.94631151324742, -43.95652117143027"
"-19.934923183331982, -43.939454154568494"
"-19.930149431496115, -43.91745799399129"
"-19.904016436639562, -43.95237643597172"
"-19.905266439431408, -43.99494689016604"
"-19.874313886498186, -43.9209400549976"
"-19.958705546154125, -43.919279765351064"
"-19.935459508752942, -43.97708171318402"
"-19.9056987993397, -43.90895967637927"
"-19.892959994100835, -43.95157628477305"
"-19.899841962559286, -43.93563085275865"
"-19.966910843324015, -43.94775097358036"
"-19.875295749287865, -43.98462452512343"
"-19.903219977361964, -43.948942677548914"
"-19.932149704627804, -43.968288322237036"
"-19.947229087334623, -43.9221600590628"
"-19.900260499239856, -43.907358441759676"
"-19.925134719335727, -43.94499360334011"
"-19.968457796109977, -43.91632296593178"
"-19.950233423304535, -43.95460045342736"
"-19.96352207727829, -43.917825165145885"
"-19.922729617767448, -43.895678329630286"
"-19.873852592712765, -43.980624442772125"
"-19.92437652454406, -43.973525156583406"
"-19.89091147533859, -43.90527263939323"
"-19.947980324192432, -43.93989300767927"
"-19.919681971581987, -43.948313219741124"
"-19.89700580262204, -43.960989826399725"
"-19.92484757287933, -43.95379229296656"
"-19.89427965512728, -43.97191961688477"
"-19.951807598035707, -43.98929530253429"
"-19.884008730277067, -43.975585043543575"
"-19.946879345394493, -43.96764612698808"
"-19.913168657772943, -43.95068552072876"
"-19.91579662256612, -43.95612683359382"
"-19.969337570234824, -43.9452844746542"
"-19.91168412896698, -43.905775817214696"
"-19.9657536955954, -43.97774732017168"
"-19.903360976337435, -43.955395740729884"
"-19.957039809988892, -43.9385862352623"
"-19.960038046244108, -43.95732857244235"
"-19.892095691898927, -43.962317515769044"
"-19.940533432895585, -43.99493655982123"
"-19.91793119494084, -43.93149616649171"
"-19.8917434971108, -43.895898701430916"
"-19.901735783942325, -43.980953147310316"
"-19.962395756093056, -43.96891905463732"
"-19.91473365678235, -43.89676022244128"
"-19.877775849362777, -43.90937888521905"
"-19.886053634790805, -43.93436780463112"
"-19.95250978818793, -43.92466940189828"
"-19.88779564862774, -43.89685946156666"
"-19.913410787809216, -43.921482053309326"
"-19.966301852492133, -43.94149092374573"
"-19.90212939766121, -43.944155556077455"
"-19.87675470539469, -43.96553236441856"
"-19.893594744730674, -43.95042233887135"
"-19.873531352538702, -43.98962659355276"
"-19.92960314959725, -43.90855562808544"
"-19.935740066128776, -43.953707981896166"
"-19.874882012935814, -43.990502225918945"
"-19.962954291010355, -43.97527212541944"
"-19.94413947396056, -43.96792266342778"
"-19.959149275746174, -43.89682730785564"
"-19.904667978329844, -43.960658952806476"
"-19.934926169467296, -43.923519542625925"
"-19.92256326134268, -43.94053202269074"
"-19.937368994573855, -43.93779923332069"
"-19.907490963580333, -43.89674791871824"
"-19.888545231571538, -43.99090790348679"
"-19.900819387691516, -43.97553999967423"
"-19.972286729288264, -43.96989785532865"
"-19.94841558361537, -43.96271411079928"
"-19.963445668873195, -43.9641297210269"
"-19.888371622127337, -43.9518042898144"
"-19.95828414230868, -43.9447984080137"
"-19.972229143101117, -43.92495118159926"
"-19.895589440783247, -43.93243778987309"
"-19.964813160447385, -43.949582991160185"
"-19.875311940701245, -43.90198274850322"
"-19.898451113146546, -43.89659408181888"
"-19.876029779457124, -43.9943185493019"
"-19.94693212533446, -43.925984230267915"
"-19.904165777719196, -43.9350781352781"
"-19.961335361701753, -43.959899900971585"
"-19.934055167957105, -43.96809979236837"
"-19.947784301842162, -43.93628134237292"
"-19.873881001775818, -43.910466664746934"
"-19.942233596777434, -43.99064075601603"
"-19.91419752948707, -43.91101152981457"
"-19.926928582230605, -43.97620324501236"
"-19.963295862446955, -43.931602077408265"
"-19.93491733811963, -43.93056168257105"
"-19.898478536585543, -43.93978889763649"
"-19.924407074807913, -43.972305358171624"
"-19.95733538462652, -43.9321087803166"
"-19.917926020912855, -43.97263745229159"
"-19.93115054690139, -43.953439242079"
"-19.93673561586621, -43.93161377503147"
"-19.94974304505302, -43.98334576186034"
"-19.883226661981322, -43.97378042041913"
"-19.876336505668874, -43.98002806497818"
"-19.95746408358684, -43.95148489219035"
"-19.91785667780073, -43.945242348137185"
"-19.899429634307335, -43.90734584375458"
"-19.936053292218528, -43.92612869588706"
"-19.913655766508942, -43.968957487807"
"-19.947584965227563, -43.97279726412431"
"-19.89357173823517, -43.91450854883015"
"-19.90645557057944, -43.96481065599795"
"-19.8919577290127, -43.96865200003136"
"-19.96550100681821, -43.909751930397704"
"-19.970596738321554, -43.986747311273795"
"-19.913345825151755, -43.940446243351566"
"-19.913593850069923, -43.938410737584356"
"-19.946573170119635, -43.959522560867235"
"-19.886922336500422, -43.91712955001543"
"-19.951083863348828, -43.89562066140554"
"-19.894390206630916, -43.97622780956244"
"-19.933508274809817, -43.986507782678146"
"-19.88497092197861, -43.97172783633598"
"-19.95826076828278, -43.93826135065943"
"-19.959813586390684, -43.9061668300289"
"-19.92411623091042, -43.99205466475601"
"-19.908851852205366, -43.957620507778316"
"-19.958702040080674, -43.95077335867323"
"-19.894012548100672, -43.96020838184756"
"-19.94522130667053, -43.91896344499837"
"-19.959874233247053, -43.91728869650847"
"-19.97065983683654, -43.90649312858028"
"-19.919867723149387, -43.96546142068085"
"-19.941944864270365, -43.98308419950865"
"-19.892855067476667, -43.917755223244356"
"-19.92984154877584, -43.974082176553075"
"-19.96377132957199, -43.95583377653609"
"-19.90816567897848, -43.987723859494835"
"-19.90593814232242, -43.973384294034915"
"-19.905431733640544, -43.920558004946514"
"-19.92401984376137, -43.97163964773508"
"-19.903098308349136, -43.92611328883757"
"-19.949405466378586, -43.9633278139419"
"-19.9632060519716, -43.912177666321504"
"-19.956281141280733, -43.90145849577984"
"-19.970003667604246, -43.90735328538354"
"-19.93655800081281, -43.95035842204758"
"-19.919914639714296, -43.99501386681029"
"-19.902862152998456, -43.96221284160123"
"-19.966595873994848, -43.94370792146262"
"-19.891854497972414, -43.95558510632288"
"-19.9331019173428, -43.898043239873125"
"-19.93306331163397, -43.91412167020102"
"-19.962983871209833, -43.946097499727216"
"-19.88574657734688, -43.958910226632966"
"-19.919053037183797, -43.92324344228269"
"-19.89622111994447, -43.94102189555538"
"-19.91781964953961, -43.94902924413442"
"-19.91570483489902, -43.924053335749235"
"-19.939488870657367, -43.93725728746798"
"-19.90919253100103, -43.962194919888574"
"-19.9050251044186, -43.97309851321594"
"-19.949585356861622, -43.97963960193755"
"-19.952202155426885, -43.98682865514513"
"-19.919263249255025, -43.92877660217398"
"-19.90350613476777, -43.934919342113865"
"-19.94797832906485, -43.9688071683564"
"-19.941572146725303, -43.96130561606977"
"-19.96566557680084, -43.94242499661728"
"-19.879793614410076, -43.895142683876024"
"-19.969940815609636, -43.94807488282775"
"-19.945569782784013, -43.9166193167571"
"-19.92349539138562, -43.95068386687567"
"-19.92740025571611, -43.91210967144478"
"-19.90085233111778, -43.9552378485589"
"-19.887822662627894, -43.93425783166689"
"-19.919009435605005, -43.98988214970419"
"-19.915989631341844, -43.981804280354496"
"-19.922095464040233, -43.897115505901894"
"-19.948852816031152, -43.96294656814071"
"-19.885892274499806, -43.9449070375065"
"-19.91611489677662, -43.95596635157579"
"-19.89460166332324, -43.957686416480726"
"-19.927823199391185, -43.93431721686077"
"-19.92912721526502, -43.97870234077712"
"-19.950930082998898, -43.97542367916679"
"-19.947161979667918, -43.92185023596447"
"-19.946433610841876, -43.98033159188205"
"-19.923869094313286, -43.93819036891811"
"-19.903352338394896, -43.978367945137784"
"-19.901972103060718, -43.982630381117524"
"-19.897128711542518, -43.975519879899494"
"-19.934453122649952, -43.975600640922885"
"-19.874639907044564, -43.93223163536956"
"-19.880991736127537, -43.94946352913491"
"-19.917614839983656, -43.98514859787748"
"-19.923997848808174, -43.92977311840449"
"-19.94541344522427, -43.98814551692775"
"-19.896300990000924, -43.938325008386286"
"-19.876778540635804, -43.94365958981055"
"-19.961710878287075, -43.895415784929284"
